id,name,set,num,raw,psa8,n8,psa9,n9,psa10,n10,conf10,hot,updated,img
84519,Crystal Shard,Skyridge,122/144,4.61,,0,16.57,3,999,1,low,0,2026-08-18,84519
84696,Darkness Energy,Aquapolis,142/147,10.18,14.99,1,,0,31.01,1,low,0,2026-08-18,84696
84746,Delibird,Skyridge,049/144,22.34,,0,,0,999,1,low,0,2026-08-18,84746
84803,Dialga (6),Platinum,6/127,20.33,29.99,11,75.5,3,3500,1,low,1,2026-08-18,84803
84804,Dialga (5),Platinum,5/127,18.59,32.370000000000005,7,73,8,2600,1,low,1,2026-08-18,84804
84818,Diglett,Skyridge,050/144,37.7,26,1,,0,255.88,1,low,0,2026-08-18,84818
84859,Doduo,Aquapolis,073/147,5.75,,0,,0,71,1,low,0,2026-08-18,84859
84914,Dragonite,Triumphant,18/102,18.73,100,4,43.98,1,1035,1,low,0,2026-08-18,84914
84984,Dual Ball,Expedition,139/165,2.02,,0,19.99,1,69.99,1,low,0,2026-08-18,84984
84998,Dugtrio (44),Expedition,044/165,10.54,39.99,1,31.99,1,125,1,low,0,2026-08-18,84998
84999,Dugtrio,Skyridge,052/144,28.93,,0,64,2,254.99,1,low,0,2026-08-18,84999
85167,Elekid,Aquapolis,009/147,20.58,,0,49.99,1,100,1,low,0,2026-08-18,85167
85226,Energy Restore,Expedition,141/165,1.18,9.53,1,,0,175,1,low,0,2026-08-18,85226
85268,Entei,Aquapolis,010/147,44.98,89.69,5,92.995,10,1750,1,low,1,2026-08-18,85268
85317,Espeon (H9),Aquapolis,H09/H32,289.99,,0,1950,15,7500,1,low,1,2026-08-18,85317
85344,Exeggcute (76),Aquapolis,076/147,2.2,17.880000000000003,2,,0,80,1,low,0,2026-08-18,85344
85392,Fearow (11),Expedition,011/165,98.14,105,1,213.5,1,1649.99,1,low,0,2026-08-18,85392
85415,Feraligatr (46),Expedition,046/165,19.27,,0,55,1,550,1,low,0,2026-08-18,85415
85590,Furret,Aquapolis,048/147,44.5,31,1,,0,500,1,low,0,2026-08-18,85590
85636,Gardevoir,Platinum,8/127,48.19,49.99,3,160.5,5,5500,1,low,0,2026-08-18,85636
85646,Gastly,Skyridge,057/144,33.85,35,1,102.5,7,1375,1,low,0,2026-08-18,85646
85673,Gengar (48),Expedition,048/165,173.93,157.5,5,155.5,1,710,1,low,0,2026-08-18,85673
85676,Gengar,Stormfront,18/100,62.37,121.575,8,307.99,7,4000,1,low,1,2026-08-18,85676
85677,Gengar (16),Arceus,16/99,42.29,103.78,15,162.5,1,2800,1,low,1,2026-08-18,85677
85678,Gengar (17),Arceus,17/99,60.18,95,27,336.255,14,10000,1,low,1,2026-08-18,85678
85727,Girafarig,Skyridge,058/144,12.29,26.32,1,,0,400,1,low,0,2026-08-18,85727
85734,Giratina (28),Platinum,28/127,10.34,37,2,51.6,1,455,1,low,0,2026-08-18,85734
85792,Golbat,Skyridge,060/144,66.1,,0,119.99,1,258.68,1,low,0,2026-08-18,85792
85829,Golem,Arceus,19/99,1.7,,0,,0,499.99,1,low,0,2026-08-18,85829
85868,Grass Cube 01,Aquapolis,124/127,2.4,,0,18,1,55,1,low,0,2026-08-18,85868
85907,Grimer,Aquapolis,079/147,22.44,,0,,0,295,1,low,0,2026-08-18,85907
85942,Grovyle,Stormfront,39/100,0.91,30,1,,0,184,1,low,0,2026-08-18,85942
85953,Growlithe (80),Aquapolis,080/147,27.72,,0,65,1,400,1,low,0,2026-08-18,85953
86005,Gyarados G,Platinum,30/127,12.7,50,1,57.6,2,390,1,low,0,2026-08-18,86005
86024,Haunter,Expedition,080/165,15.85,,0,60,2,155,1,low,0,2026-08-18,86024
86051,Heatran,Rumble,4,109.98,76.455,5,170,10,2550,1,low,1,2026-08-18,86051
86094,Hitmonchan,Platinum,129/127,29.39,34.99,13,145.16500000000002,6,1125,1,low,1,2026-08-18,86094
86170,Hoothoot,Skyridge,065/144,16.5,26,1,,0,2468,1,low,0,2026-08-18,86170
86178,Hoppip,Aquapolis,083/147,11,,0,,0,137,1,low,0,2026-08-18,86178
86186,Horsea (84),Aquapolis,084/147,8.94,,0,,0,600,1,low,0,2026-08-18,86186
86199,Houndoom (H11),Aquapolis,H11/H32,399.99,1475,7,3570,9,19999.99,1,low,1,2026-08-18,86199
86200,Houndoom (H11),Skyridge,H11/H32,1000,1645.15,6,2226.26,5,20000,1,low,1,2026-08-18,86200
86202,Houndoom (14),Aquapolis,014/147,69.32,70.33500000000001,2,99,1,1250,1,low,0,2026-08-18,86202
86210,Houndoom (Prime),Undaunted,82/90,243.01,207.5,45,1700,16,40000,1,low,1,2026-08-18,86210
86246,Hyper Potion,Skyridge,127/144,5.16,,0,39.99,3,999,1,low,0,2026-08-18,86246
86277,Infernape,Platinum,31/127,4.15,,0,,0,500,1,low,0,2026-08-18,86277
86296,Ivysaur,Expedition,082/165,18.53,37.260000000000005,2,50.88,4,140,1,low,0,2026-08-18,86296
86313,Jigglypuff,Skyridge,068/144,34.84,99,3,160.995,2,500,1,low,0,2026-08-18,86313
86363,Jumpluff (H13),Aquapolis,H13/H32,89.57,132.445,6,140,7,749.99,1,low,1,2026-08-18,86363
86392,Kabutops (14),Skyridge,014/144,40.27,68,3,89.28,3,499,1,low,0,2026-08-18,86392
86441,Kingdra (H14),Aquapolis,H14/H32,214.44,353.35,8,587.495,6,7999.99,1,low,1,2026-08-18,86441
86443,Kingdra (19),Aquapolis,019/147,17.43,36,1,40,1,299.99,1,low,0,2026-08-18,86443
86448,Kingdra (Prime),Unleashed,85/95,62.15,150,21,275,11,6300,1,low,1,2026-08-18,86448
86455,Kingler (50),Expedition,050/165,11.77,,0,35,1,120,1,low,0,2026-08-18,86455
86523,Krabby,Expedition,115/165,3.17,14.89,3,19.5,4,432,1,low,0,2026-08-18,86523
86600,Lanturn (20),Aquapolis,020/147,16.55,,0,32.7,3,149.99,1,low,0,2026-08-18,86600
86616,Lapras,Skyridge,071/144,27.56,,0,117.5,4,699,1,low,0,2026-08-18,86616
86635,Larvitar,Expedition,116/165,5.13,35,1,17,2,500,1,low,0,2026-08-18,86635
86691,Ledian (15),Skyridge,015/144,16.66,38,1,,0,269.09,1,low,0,2026-08-18,86691
86718,Lickitung,Aquapolis,090/147,25.85,,0,23.5,3,382.5,1,low,0,2026-08-18,86718
86928,Lunatone,Triumphant,25/102,0.39,,0,,0,499.99,1,low,0,2026-08-18,86928
86931,Lure Ball,Skyridge,128/144,6.85,,0,29.95,1,999,1,low,0,2026-08-18,86931
86991,Machop,Expedition,117/165,2.73,,0,22.5,3,389.85,1,low,0,2026-08-18,86991
87000,Magby (17),Expedition,017/165,87.99,216.88,2,400,3,12100,1,low,0,2026-08-18,87000
87002,Magby (52),Expedition,052/165,7.76,,0,,0,175,1,low,0,2026-08-18,87002
87009,Magcargo (17),Skyridge,017/144,19.29,27.255000000000003,2,67.12,1,269.09,1,low,0,2026-08-18,87009
87023,Magikarp,Skyridge,075/144,91.78,89,1,200,5,3500,1,low,0,2026-08-18,87023
87030,Magikarp,Stormfront,65/100,5.32,,0,100,1,490,1,low,0,2026-08-18,87030
87044,Magmar,Expedition,086/165,7.48,,0,38.245000000000005,5,305,1,low,0,2026-08-18,87044
87059,Magmortar,Unleashed,2/95,6.23,69.995,5,40,8,996,1,low,1,2026-08-18,87059
87069,Magnemite,Skyridge,076/144,5.73,,0,37.5,2,450,1,low,0,2026-08-18,87069
87090,Magneton (20),Skyridge,020/144,26.27,44,3,,0,360,1,low,0,2026-08-18,87090
87115,Magnezone (6),Stormfront,6/100,5.62,30,7,78,4,2025,1,low,1,2026-08-18,87115
87148,Manaphy,Unleashed,3/95,12.83,62,2,139.995,12,1600.69,1,low,1,2026-08-18,87148
87162,Manectric,Platinum,11/127,4.42,25,1,49.95,7,1225,1,low,0,2026-08-18,87162
87172,Mankey,Aquapolis,092/147,21.46,,0,,0,280,1,low,0,2026-08-18,87172
87181,Mantine,Skyridge,077/144,17.65,,0,46,2,199,1,low,0,2026-08-18,87181
87195,Mareep,Aquapolis,093/147,7.87,25.03,1,30,1,250,1,low,0,2026-08-18,87195
87228,Marowak,Triumphant,44/102,0.99,,0,15,1,165,1,low,0,2026-08-18,87228
87348,Metal Cube 01,Aquapolis,129/147,1.84,16.244999999999997,2,26.77,1,55,1,low,0,2026-08-18,87348
87497,Miracle Sphere Alpha,Skyridge,129/144,2.86,12.8,1,40.495,3,110,1,low,0,2026-08-18,87497
87502,Misdreavus,Skyridge,039/144,16.47,,0,44.995000000000005,2,999,1,low,0,2026-08-18,87502
87517,Mismagius,Unleashed,5/95,6.33,21.5,3,39.97,4,2254.08,1,low,0,2026-08-18,87517
87591,Mr. Mime (95b),Aquapolis,095b/147,6.13,12.745000000000001,2,,0,113.5,1,low,0,2026-08-18,87591
87671,Mystery Plate Beta,Skyridge,134/144,7.1,7.5,1,15,1,119.99,1,low,0,2026-08-18,87671
87672,Mystery Plate Delta,Skyridge,136/144,5.59,21.5,1,38.64,2,119.99,1,low,0,2026-08-18,87672
87747,Nidorino,Triumphant,46/102,0.36,7.12,1,,0,266.77,1,medium,0,2026-08-18,87747
87766,Ninetales (57),Expedition,057/165,19.66,,0,,0,150,1,low,0,2026-08-18,87766
87840,Oddish,Expedition,122/165,2.39,,0,22.5,8,132.53,1,low,0,2026-08-18,87840
87853,Omanyte,Skyridge,041/144,24.53,41.735,2,74.74,1,450,1,low,0,2026-08-18,87853
87878,Onix,Aquapolis,098/147,7.68,,0,,0,449.99,1,low,0,2026-08-18,87878
87954,Parasect,Aquapolis,027/147,12.56,,0,,0,179.99,1,low,0,2026-08-18,87954
88027,Pidgeot (23),Expedition,023/165,158.31,187.5,8,201.57,7,15,1,low,1,2026-08-18,88027
88039,Pidgeotto,Expedition,088/165,13.47,,0,26.134999999999998,2,187.5,1,low,0,2026-08-18,88039
88047,Pidgey,Expedition,123/165,8.39,27.225,4,59.77,1,121.5,1,low,0,2026-08-18,88047
88124,Pineco (85),Skyridge,085/144,12.82,,0,,0,15,1,low,0,2026-08-18,88124
88149,Piplup,Platinum,85/127,4.63,24.5,1,,0,250,1,low,0,2026-08-18,88149
88251,Politoed,Unleashed,7/95,22.5,72.495,4,124.985,6,3050,1,low,0,2026-08-18,88251
88255,Poliwag,Skyridge,087/144,22.23,,0,,0,499.99,1,low,0,2026-08-18,88255
88263,Poliwhirl,Skyridge,088/144,36.07,,0,58.75,2,500,1,low,0,2026-08-18,88263
88320,Porygon-Z G,Arceus,26/99,1.92,36.58,1,49.75,2,600,1,low,0,2026-08-18,88320
88371,Prinplup,Platinum,59/127,1.33,,0,,0,80,1,low,0,2026-08-18,88371
88519,Raichu (Prime),Undaunted,83/90,129.01,187.45,40,429.995,25,2550.39,1,low,1,2026-08-18,88519
88539,Raikou & Suicune Legend (Top),Unleashed,92/95,161.71,218.765,8,1000,5,9999,1,low,1,2026-08-18,88539
88571,Rampardos,Platinum,13/127,24.55,37.995000000000005,4,46,1,1000,1,low,0,2026-08-18,88571
88577,Rapidash,Aquapolis,031/147,18.1,30,1,44,1,60,1,low,0,2026-08-18,88577
88580,Rapidash (62),Expedition,062/165,15.39,,0,30.995,2,125,1,low,0,2026-08-18,88580
88585,Rapidash (28),Arceus,28/99,1.58,,0,,0,505.52,1,low,0,2026-08-18,88585
88595,Rare Candy,Unleashed,82/95,9,21,2,,0,28.99,1,low,0,2026-08-18,88595
88718,Retro Energy,Skyridge,144/144,8.73,14.5,1,22.994999999999997,4,200,1,low,0,2026-08-18,88718
88729,Rhydon (29),Skyridge,029/144,19.47,77.72,1,50.59,1,169.69,1,low,0,2026-08-18,88729
88899,Salamence,Arceus,8/99,15.8,34.9,16,69.385,13,4650,1,low,1,2026-08-18,88899
88931,Sandslash,Skyridge,093/144,15.47,69.99,1,34.33,1,224.24,1,low,0,2026-08-18,88931
88959,Scizor,Aquapolis,032/147,69.17,,0,78.88,2,402.11,1,low,0,2026-08-18,88959
88964,Scizor (Prime),Undaunted,84/90,81.55,105.25,40,599.99,15,10000,1,low,1,2026-08-18,88964
89024,Seaking,Aquapolis,059/147,16.48,,0,,0,100,1,low,0,2026-08-18,89024
89051,Seel (95),Skyridge,095/144,25.39,,0,44.77,1,150,1,low,0,2026-08-18,89051
89292,Slaking,Platinum,16/127,4.68,26,3,20.5,5,3499.99,1,low,0,2026-08-18,89292
89333,Slowpoke,Undaunted,66/90,26.47,70.95,3,35,1,500,1,low,0,2026-08-18,89333
89346,Slugma,Undaunted,67/90,3.69,,0,,0,174.99,1,low,0,2026-08-18,89346
89352,Smeargle,Aquapolis,109/147,12.22,,0,35,1,450,1,low,0,2026-08-18,89352
89356,Smeargle,Undaunted,8/90,8.08,29.994999999999997,4,45.5,4,1500,1,low,0,2026-08-18,89356
89430,Solrock,Triumphant,9/102,3.54,20.99,6,35.63,5,937.58,1,low,1,2026-08-18,89430
89495,Squirtle,Platinum,96/127,8.53,31.17,1,40,1,460,1,low,0,2026-08-18,89495
89507,Star Piece,Skyridge,139/144,9.84,8.05,1,30.785,2,999,1,low,0,2026-08-18,89507
89544,Staryu (103),Skyridge,103/144,24.29,,0,34.995,2,450,1,low,0,2026-08-18,89544
89545,Staryu (104),Skyridge,104/144,34.06,43.9,2,43.21,4,78,1,low,0,2026-08-18,89545
89557,Steelix (H23),Aquapolis,H23/H32,299.95,661,10,904.5,8,6250,1,low,1,2026-08-18,89557
89563,Steelix,Unleashed,24/95,3.01,16.5,1,,0,299.99,1,low,0,2026-08-18,89563
89589,Sudowoodo (H24),Aquapolis,H24/H32,165,349.995,6,959.5,6,11999.99,1,low,1,2026-08-18,89589
89627,Super Energy Removal 2,Aquapolis,134/147,2.12,,0,20.744999999999997,2,41,1,low,0,2026-08-18,89627
89701,Swinub (108),Skyridge,108/144,17.24,,0,35,3,1250,1,low,0,2026-08-18,89701
89741,Tangela,Aquapolis,112/147,13.21,,0,51,5,710,1,low,0,2026-08-18,89741
89753,Tangrowth,Arceus,10/99,3.87,29.34,6,65,3,482.77,1,low,0,2026-08-18,89753
89941,Togetic,Aquapolis,039/147,32.53,,0,,0,500,1,low,0,2026-08-18,89941
90006,Town Volunteers,Aquapolis,136/147,11.28,99.99,1,35.995000000000005,4,74.99,1,low,0,2026-08-18,90006
90077,Turtwig,Platinum,101/127,1.08,,0,,0,1999.99,1,low,0,2026-08-18,90077
90101,Typhlosion (64),Expedition,064/165,75.69,79.75999999999999,2,86,3,320,1,low,0,2026-08-18,90101
90117,Tyranitar,Aquapolis,040/147,109.92,285.01,2,207.75,6,2500,1,low,0,2026-08-18,90117
90120,Tyranitar,Stormfront,30/100,11,210,2,100,1,243.5,1,low,0,2026-08-18,90120
90139,Umbreon (H29),Aquapolis,H29/H32,1252.62,2247,11,5888.88,14,3999.99,1,low,1,2026-08-18,90139
90155,Underground Expedition,Skyridge,140/144,22.01,23.245,2,40,1,1999,1,low,0,2026-08-18,90155
90157,Underground Lake,Skyridge,141/144,10.46,,0,47.495000000000005,3,1999,1,low,0,2026-08-18,90157
90158,Undersea Ruins,Aquapolis,138/147,5.52,,0,25.884999999999998,2,400,1,low,0,2026-08-18,90158
90164,Unown,Undaunted,40/90,1.26,,0,,0,144.49,1,low,0,2026-08-18,90164
90280,Vaporeon (H31),Skyridge,H31/H32,423,1575,11,2050,10,21271.67,1,low,1,2026-08-18,90280
90316,Venusaur (68),Expedition,068/165,30.48,,0,,0,300,1,low,0,2026-08-18,90316
90320,Venusaur,Rumble,1,279.92,290.325,9,625.05,12,7600,1,low,1,2026-08-18,90320
90376,Vileplume (31),Expedition,031/165,81.3,148.5,4,180.75,8,3999,1,low,1,2026-08-18,90376
90378,Vileplume,Aquapolis,043/147,26.76,,0,,0,88.5,1,low,0,2026-08-18,90378
90407,Voltorb (64),Aquapolis,064/147,8.78,,0,29.77,1,92.82,1,low,0,2026-08-18,90407
90421,Voltorb (Shiny),Stormfront,SH3,51.42,169.5,17,709,7,8999.99,1,low,1,2026-08-18,90421
90490,Wartortle,Platinum,65/127,3.54,31,1,,0,146.63,1,low,0,2026-08-18,90490
90491,Wartortle,Unleashed,42/95,3.08,10.885,2,64.99,1,87.71,1,low,0,2026-08-18,90491
90533,Weavile,Undaunted,25/90,1.92,18,1,,0,183.26,1,low,0,2026-08-18,90533
90536,Weavile G,Platinum,17/127,9.82,30,9,78,4,4000,1,low,1,2026-08-18,90536
90541,Weedle (115),Skyridge,115/144,26.63,,0,36.99,5,288.6,1,low,0,2026-08-18,90541
90615,Wobbuffet,Skyridge,045/144,17.4,,0,41.88,1,999,1,low,0,2026-08-18,90615
90633,Wooper (117),Aquapolis,117/147,50.87,109.25,6,181.5,5,515.67,1,low,1,2026-08-18,90633
90666,Xatu,Unleashed,11/95,8.12,34.33,5,70.5,4,1249.99,1,low,0,2026-08-18,90666
90720,Zapdos,Rumble,8,118.23,187.7,15,275,9,1525,1,low,1,2026-08-18,90720
106518,Articuno (2),Fossil,02/62,202.49,140,37,294.5,12,1999.99,1,low,1,2026-08-18,106518
106525,Kabutops (9),Fossil,09/62,114.5,90,34,236,38,3977.85,1,low,1,2026-08-18,106525
113695,Meowstic EX,Generations,37/83,6.62,9.99,6,29.994999999999997,6,250,1,low,1,2026-08-18,113695
113708,Clefairy,Generations,50/83,2.31,12.51,1,,0,102.5,1,low,0,2026-08-18,113708
276387,Celebi - 3/102 (Non-Holo Movie Exclusive),Triumphant,3/102,9.99,51.5,3,191.25,8,3051,1,low,1,2026-08-18,276387
44463,Recycle,Fossil,61/62,0.96,,0,,0,,0,,0,2026-08-18,44463
45120,Clefable (1),Jungle,01/64,122.03,100,9,280,5,,0,,1,2026-08-18,45120
45131,Kangaskhan (5),Jungle,05/64,81.52,52.5,10,75,3,,0,,1,2026-08-18,45131
45132,Mr. Mime (6),Jungle,06/64,128.45,94.475,12,153.75,4,,0,,1,2026-08-18,45132
45133,Nidoqueen (7),Jungle,07/64,108.57,85,24,119.5,18,,0,,1,2026-08-18,45133
45134,Pidgeot (8),Jungle,08/64,155.7,139.725,18,249.99,25,,0,,1,2026-08-18,45134
45135,Pinsir (9),Jungle,09/64,86.02,80,35,219.99,33,,0,,1,2026-08-18,45135
83441,Abomasnow,Stormfront,12/100,2.69,,0,,0,,0,,0,2026-08-18,83441
83470,Aerodactyl,Arceus,13/99,3.5,,0,,0,,0,,0,2026-08-18,83470
83487,Aipom,Aquapolis,067/147,7.17,,0,36.77,1,,0,,0,2026-08-18,83487
83492,Aipom,Unleashed,43/95,0.34,,0,,0,,0,,0,2026-08-18,83492
83493,Aipom,Triumphant,55/102,0.35,,0,,0,,0,,0,2026-08-18,83493
83497,Alakazam (1),Expedition,001/165,248.99,299.99,5,599,5,,0,,0,2026-08-18,83497
83500,Alakazam (33),Expedition,033/165,16.68,30,3,,0,,0,,0,2026-08-18,83500
83517,Altaria,Platinum,18/127,3.16,24.99,1,,0,,0,,0,2026-08-18,83517
83528,Ambipom,Triumphant,13/102,0.69,,0,,0,,0,,0,2026-08-18,83528
83537,Ampharos (H1),Aquapolis,H01/H32,350,599.99,3,36,1,,0,,0,2026-08-18,83537
83538,Ampharos (2),Expedition,002/165,175,150,3,610,2,,0,,0,2026-08-18,83538
83539,Ampharos (34),Expedition,034/165,25.16,51.495000000000005,2,45,1,,0,,0,2026-08-18,83539
83543,Ampharos,Platinum,1/127,31.26,65.495,4,179.475,4,,0,,0,2026-08-18,83543
83563,Apricorn Forest,Aquapolis,118/147,8.34,,0,22.5,1,,0,,0,2026-08-18,83563
83574,Arcanine (H2),Skyridge,H02/H32,159.98,1234,3,1637.5,5,,0,,0,2026-08-18,83574
83604,Arceus Lv.X (96),Arceus,96/99,40.34,129.95,19,400,20,,0,,1,2026-08-18,83604
83613,Ariados,Aquapolis,003/147,11.29,25,1,,0,,0,,0,2026-08-18,83613
83614,Ariados (H3),Aquapolis,H03/H32,74.97,119.99,5,202.5,3,,0,,0,2026-08-18,83614
83626,Armor Fossil,Platinum,119/127,0.27,,0,,0,,0,,0,2026-08-18,83626
83638,Aron,Undaunted,42/90,0.34,,0,,0,,0,,0,2026-08-18,83638
83639,Aron,Triumphant,56/102,0.65,,0,38.88,1,,0,,0,2026-08-18,83639
83644,Articuno (H3),Skyridge,H03/H32,277.6,1200,4,2550,7,,0,,0,2026-08-18,83644
83698,Bagon,Stormfront,53/100,0.76,,0,,0,,0,,0,2026-08-18,83698
83699,Bagon,Arceus,52/99,0.38,,0,,0,,0,,0,2026-08-18,83699
83700,Bagon (Shiny),Arceus,SH10,100.14,240,13,675,5,,0,,1,2026-08-18,83700
83723,Banette,Platinum,19/127,10.5,,0,,0,,0,,0,2026-08-18,83723
83724,Banette,Triumphant,14/102,1.46,,0,,0,,0,,0,2026-08-18,83724
83736,Bastiodon,Platinum,20/127,1.47,,0,70,1,,0,,0,2026-08-18,83736
83737,Bastiodon,Rumble,14,89.98,72.47,14,133.5,8,,0,,1,2026-08-18,83737
83745,Bayleef,Expedition,071/165,13.78,,0,49.99,1,,0,,0,2026-08-18,83745
83764,Beedrill (H4),Skyridge,H04/H32,199.99,442.5,2,662,3,,0,,0,2026-08-18,83764
83772,Beedrill,Unleashed,12/95,2.61,15.75,1,,0,,0,,0,2026-08-18,83772
83776,Beedrill G,Arceus,53/99,0.46,,0,,0,,0,,0,2026-08-18,83776
83777,Beginning Door,Arceus,82/99,0.47,,0,,0,,0,,0,2026-08-18,83777
83791,Beldum,Unleashed,44/95,0.3,,0,,0,,0,,0,2026-08-18,83791
83792,Beldum,Undaunted,43/90,0.4,,0,,0,,0,,0,2026-08-18,83792
83797,Bellossom (H5),Aquapolis,H05/H32,139.99,,0,26.97,2,,0,,0,2026-08-18,83797
83806,Bellsprout (68),Aquapolis,068/147,11.71,54,1,44.995000000000005,2,,0,,0,2026-08-18,83806
83810,Bellsprout,Triumphant,57/102,0.31,,0,,0,,0,,0,2026-08-18,83810
83811,Bench Shield,Arceus,83/99,0.49,,0,,0,,0,,0,2026-08-18,83811
83818,Bibarel,Stormfront,32/100,0.62,,0,,0,,0,,0,2026-08-18,83818
83827,Bidoof,Stormfront,54/100,9.1,19.99,3,,0,,0,,0,2026-08-18,83827
83850,Black Belt,Triumphant,85/102,0.5,,0,,0,,0,,0,2026-08-18,83850
83895,Blastoise,Unleashed,13/95,15.45,72,1,305,7,,0,,0,2026-08-18,83895
83910,Blaziken,Platinum,3/127,25.19,34.760000000000005,2,122.75,8,,0,,0,2026-08-18,83910
83919,Blissey,Aquapolis,006/147,12.65,15,1,,0,,0,,0,2026-08-18,83919
83922,Blissey,Platinum,22/127,4.35,,0,,0,,0,,0,2026-08-18,83922
83991,Broken Time-Space,Platinum,104/127,1.86,,0,,0,,0,,0,2026-08-18,83991
83994,Bronzong,Stormfront,13/100,0.94,,0,,0,,0,,0,2026-08-18,83994
83995,Bronzong (14),Arceus,14/99,0.68,,0,,0,,0,,0,2026-08-18,83995
83996,Bronzong (33),Arceus,33/99,0.4,,0,,0,,0,,0,2026-08-18,83996
83997,Bronzong,Triumphant,15/102,15.26,,0,40,1,,0,,0,2026-08-18,83997
84000,Bronzong G,Platinum,41/127,0.8,,0,,0,,0,,0,2026-08-18,84000
84003,Bronzor,Stormfront,55/100,0.32,,0,,0,,0,,0,2026-08-18,84003
84004,Bronzor (34),Arceus,34/99,0.42,,0,,0,,0,,0,2026-08-18,84004
84005,Bronzor (54),Arceus,54/99,0.31,,0,,0,,0,,0,2026-08-18,84005
84006,Bronzor,Triumphant,58/102,2.12,,0,,0,,0,,0,2026-08-18,84006
84011,Budew,Stormfront,33/100,9.77,,0,,0,,0,,0,2026-08-18,84011
84014,Buffer Piece,Arceus,84/99,0.24,,0,,0,,0,,0,2026-08-18,84014
84022,Buizel,Unleashed,45/95,0.4,,0,,0,,0,,0,2026-08-18,84022
84027,Bulbasaur (95),Expedition,095/165,66.34,,0,190,1,,0,,0,2026-08-18,84027
84044,Buneary,Arceus,55/99,0.38,,0,,0,,0,,0,2026-08-18,84044
84048,Buried Fossil,Skyridge,047/144,19.64,,0,,0,,0,,0,2026-08-18,84048
84051,Burmy Plant Cloak,Arceus,56/99,0.44,,0,,0,,0,,0,2026-08-18,84051
84055,Burmy Sandy Cloak,Arceus,57/99,0.74,,0,,0,,0,,0,2026-08-18,84055
84057,Burmy Trash Cloak,Arceus,58/99,0.47,24.05,2,,0,,0,,0,2026-08-18,84057
84058,Burned Tower,Undaunted,71/90,1.93,39.99,1,26.5,1,,0,,0,2026-08-18,84058
84059,Butterfree (5),Expedition,005/165,153.12,256.25,4,,0,,0,,0,2026-08-18,84059
84076,Cacnea,Platinum,67/127,0.34,,0,,0,,0,,0,2026-08-18,84076
84081,Cacturne,Platinum,42/127,0.75,,0,,0,,0,,0,2026-08-18,84081
84101,Carnivine (68),Platinum,68/127,0.27,,0,,0,,0,,0,2026-08-18,84101
84102,Carnivine (43),Platinum,43/127,0.55,,0,,0,,0,,0,2026-08-18,84102
84104,Carnivine,Unleashed,46/95,0.31,,0,,0,,0,,0,2026-08-18,84104
84105,Carnivine,Triumphant,16/102,0.66,,0,,0,,0,,0,2026-08-18,84105
84116,Carvanha,Triumphant,59/102,0.33,,0,,0,,0,,0,2026-08-18,84116
84122,Cascoon,Platinum,44/127,0.92,,0,,0,,0,,0,2026-08-18,84122
84171,Chansey,Aquapolis,069/147,6.89,,0,,0,,0,,0,2026-08-18,84171
84172,Chansey,Expedition,072/165,8.68,,0,60,1,,0,,0,2026-08-18,84172
84176,Chansey,Platinum,69/127,2.52,,0,,0,,0,,0,2026-08-18,84176
84207,Charmander (98),Expedition,098/165,51.27,79.99,1,46.93,1,,0,,0,2026-08-18,84207
84216,Charmander,Stormfront,101/100,171.01,127.495,16,400,15,,0,,1,2026-08-18,84216
84246,Cheerleader's Cheer,Unleashed,71/95,0.38,,0,,0,,0,,0,2026-08-18,84246
84252,Cherrim,Stormfront,14/100,3.56,,0,,0,,0,,0,2026-08-18,84252
84255,Cherrim,Arceus,15/99,7.36,,0,,0,,0,,0,2026-08-18,84255
84257,Cherrim,Unleashed,28/95,0.71,,0,,0,,0,,0,2026-08-18,84257
84261,Cherubi,Stormfront,56/100,2.45,,0,,0,,0,,0,2026-08-18,84261
84263,Cherubi,Arceus,60/99,2.09,,0,,0,,0,,0,2026-08-18,84263
84264,Cherubi,Unleashed,47/95,0.27,,0,,0,,0,,0,2026-08-18,84264
84288,Chimchar,Platinum,70/127,0.58,,0,,0,,0,,0,2026-08-18,84288
84301,Chinchou (70),Aquapolis,070/147,14.05,,0,28.77,3,,0,,0,2026-08-18,84301
84302,Chinchou (71),Aquapolis,071/147,4.71,,0,26.5,2,,0,,0,2026-08-18,84302
84310,Chinchou,Unleashed,48/95,0.42,,0,,0,,0,,0,2026-08-18,84310
84342,Clefable (7),Expedition,007/165,153.97,,0,529.89,1,,0,,0,2026-08-18,84342
84344,Clefable (41),Expedition,041/165,8.97,,0,36,1,,0,,0,2026-08-18,84344
84394,Combee,Stormfront,57/100,0.42,,0,,0,,0,,0,2026-08-18,84394
84395,Combee,Platinum,71/127,0.36,,0,,0,,0,,0,2026-08-18,84395
84397,Combee,Undaunted,44/90,0.35,,0,,0,,0,,0,2026-08-18,84397
84412,Combusken,Platinum,45/127,0.6,,0,,0,,0,,0,2026-08-18,84412
84417,Conductive Quarry,Stormfront,82/100,0.31,,0,,0,,0,,0,2026-08-18,84417
84460,Cranidos,Platinum,46/127,1.24,,0,,0,,0,,0,2026-08-18,84460
84478,Croagunk,Arceus,61/99,0.72,,0,,0,,0,,0,2026-08-18,84478
84483,Crobat (H5),Skyridge,H05/H32,474.99,,0,,0,,0,,0,2026-08-18,84483
84484,Crobat (6),Skyridge,006/144,45,,0,95.32,2,,0,,0,2026-08-18,84484
